W16(1),99,Czy w tej sytuacji masz obowiązek zatrzymać pojazd?,,,,Are you obliged to stop the vehicle in the presented situation?,,,,"Bist du in der dargestellten Situation dazu verpflichtet, das Fahrzeug anzuhalten?",,,,T,AK_D05_06_org.wmv,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W16,art. 3 ust. 1 pkt oraz art. 26 ust. 6 ustawy z 20 czerwca 1997 roku Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 ze zm.),Znajomość  zasad zachowania podczas przejeżdżania obok przystanków komunikacji publicznej,Znajomość i stosowanie się do zasad zachowania się przy przejeżdżaniu obok przystanku tramwajowego bez wysepki eliminuje sytuacje zagrażające życiu i zdrowiu pieszych wsiadających i wysiadajacych z pojazdów tej komunikacji,Gotowe ostatecznie,PWPW,,,,,,,,
W5(5),480,Czy w tej sytuacji nadawany sygnał świetlny zezwala Ci na wjazd za sygnalizator?,,,,Does the traffic light displayed in this situation allow you to drive beyond the traffic light post?,,,,Erlaubt das gegebene Leuchtsignal die Weiterfahrt hinter der Ampel?,,,,N,IMG_0325_9550d5_a_org.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W5,"§ 95 i § 97 ust. 1 i 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, z późn. zm.)",Znajomość znaczenia sygnałów świetlnych,"Nieznajomość znaczenia znaków i sygnałów drogowych prowadzi do ich nieprzestrzegania, co powoduje realne zagrożenie bezpieczeństwa i wiele wypadków drogowych",Gotowe ostatecznie,PWPW,pjm480.wmv,,,,,,,
W5(7),486,"Czy w tej sytuacji wolno Ci skręcić w prawo, jeśli nie spowodujesz tym utrudnienia ruchu?",,,,Are you allowed to turn right in this situation if you do not cause impediments to traffic?,,,,"Darf man in der dargestellten Situation rechts abbiegen, sofern man den Straßenverkehr nicht behindert?",,,,N,0084D18_a_org.jpg,PODSTAWOWY,3,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W5,"§ 97 rozporządzenie Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.).",Znajomość wiedzy w zakresie sygnalizacji świetlnej,"Konfrontacja, której skutkiem jest bezpośrednie zagrożenie dla zdrowia lub życia",Gotowe ostatecznie,PWPW,pjm486.wmv,,,,,,,
W4(1),544,"Czy w tej sytuacji wolno Ci zmienić zajmowany pas ruchu, gdy zamierzasz jechać na wprost?",,,,Are you allowed in this situation to change the lane you are taking when you intend to go straight?,,,,"Darf man in der dargestellten Situation die von dir besetzte Fahrbahn wechseln, wenn man die Absicht hat, geradeaus zu fahren?",,,,T,IMG_9324_org.jpg,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 86 ust. 1 i 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393 ze. zm.)",Znajomość  znaczenia znaku poziomego P-1 o podwójnej szerokości oraz ograniczeń z tym związanych,Znajomość i stosownie sie do znaku poziomego P-1 pozwala na podejmowanie odpowiednich decyzji i unikanie sytuacji zagrażajacych bezpieczenstwu lub porządkopwi ruchu,Gotowe ostatecznie,PWPW,pjm544.wmv,,,,,,,
W3(2),589,Czy na tej drodze możesz spodziewać się rowerzystów nadjeżdżających z przeciwka?,,,,Can you expect cyclists coming from the opposite direction on this road?,,,,"Kannst du auf dieser Straße damit rechnen, dass aus entgegengesetzter Richtung Fahrradfahrer kommen?",,,,T,4152D15Xorg.jpg,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W3,"§ 44 w związku z § 91 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.)","Znajomość wiedzy w zakresie wyznaczania na jezdni jednokierunkowej, za pomocą znaków poziomych, pasa ruchu dla rowerzystów",Brak znajomości wiedzy o możliwości wyznaczenia na jezdni jednokierunkowej pasa ruchu dla rowerzystów nadjeżdżających z przeciwka może być przyczyną naruszenia porządku ruchu,Gotowe ostatecznie,PWPW,pjm589.wmv,,,,,,,
W4(2),591,Czy w tej sytuacji wolno Ci wjechać na pas ruchu po lewej stronie?,,,,Are you allowed in this situation to drive onto the lane on the left?,,,,Darf man in der dargestellten Situation auf die Fahrbahn auf der linken Seite einfahren?,,,,N,4170D15_a_org.jpg,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 86 ust. 4 w nawiązaniu do § 85 ust. 2 i 3 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.)","Znajomość wiedzy w zakresie znaczenia znaku poziomego P-3 ""linia jednostronnie przekraczalna"" oraz ograniczeń z tym związanych",Brak wiedzy dotyczącej zachowania wobec znaków poziomych może być przyczyną zakłócenia porządku i bezpieczeństwa ruchu na drodze,Gotowe ostatecznie,PWPW,pjm591.wmv,,,,,,,
W4(3),595,"Czy ten znak poziomy wyznacza miejsce bezwzględnego zatrzymania się, nawet w sytuacji, gdy z żadnej ze stron nie nadjeżdża pojazd?",,,,"Does this horizontal sign define a place of obligatory stop, even if there is no vehicle approaching from either side?",,,,"Bestimmt dieses horizontale Zeichen die Stelle, wo obligatorisch anzuhalten ist, sogar in einer solchen Situation, in der aus keiner Richtung ein Fahrzeug kommt?",,,,T,D16_01_org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,(Dz. U. z 2003 r. Nr 170) § 89 ust. 1,o znajomość znaczenia znaków poziomych,"Nieznajomość znaczenia znaków drogowych prowadzi do ich nieprzestrzegania, co powoduje realne zagrożenie bezpieczeństwa",Gotowe ostatecznie,PWPW,pjm595.wmv,,,,,,,
W4(4),599,"Czy w tej sytuacji widoczna linia przerywana wyznacza Ci miejsce zatrzymania w związku ze znakiem ""stop""?",,,,"Does this dashed line in this situation indicate a place to stop because of the ""stop"" sign?",,,,"Bestimmt in der dargestellten Situation die sichtbare gestrichelte Linie die Stelle, wo das Fahrzueg im Zusammenhang mit dem Zeichen ""Stopp"" angehalten werden soll?",,,,N,D16_05_org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 89 ust. 3 w odniesieniu do § 21 ust. 1 i 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.)","Znajomość wiedzy w zakresie znaku poziomego P-14 ""linia warunkowego zatrzymania złożona z prostokątów"" oraz ograniczeń z tym związanych","Brak wiedzy w zakresie znaczenia znaku poziomego P-14 ""linia warunkowego zatrzymania złożona z prostokątów "" oraz ograniczeń z tym związanych może spowodować bezpośrednie zagrożenie ruchu drogowego lub ruch ten utrudnić",Gotowe ostatecznie,PWPW,pjm599.wmv,,,,,,,
W4(5),600,"Czy ta linia ciągła wyznacza Ci miejsce zatrzymania pojazdu w związku ze znakiem ""stop""?",,,,"Does this solid line in this situation indicate a place to stop because of the ""stop"" sign?",,,,"Bestimmt die durchgezogene Linie die Stelle, wo das Fahrzeug im Zusammenhang mit dem Zeichen ""Stopp"" angehalten werden soll?",,,,T,D16_06_org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 89 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze zm.)","Znajomość wiedzy w zakresie znaku poziomego P-12 ""linia bezwzględnego zatrzymania - stop"" oraz ograniczeń z tym związanych","Brak wiedzy w zakresie znaczenia znaku poziomego P-12 ""linia bezwzględnego zatrzymania - stop"" oraz ograniczeń z tym związanych może spowodować bezpośrednie zagrożenie ruchu drogowego lub ruch ten utrudnić",Gotowe ostatecznie,PWPW,pjm600.wmv,,,,,,,
W4(7),610,Zamierzasz zawrócić na tym skrzyżowaniu. Czy zajmujesz właściwy pas ruchu?,,,,You intend to make a U-turn at this intersection. Are you taking the proper lane?,,,,"Sie haben vor, an dieser Kreuzung zu wenden. Befinden Sie sich auf der richtigen Fahrspur?",,,,T,MM_D14_15_org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 87 ust. 1 pkt 2 i ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.)","Znajomość wiedzy w zakresie znaczenia znaku poziomego P-8b ""strzałka kierunkowa do skręcania"" oraz ograniczeń z tym związanych",Brak wiedzy o znaczeniu znaku poziomego P-8b może powodować utrudnienie ruchu pojazdów,Gotowe ostatecznie,PWPW,pjm610.wmv,,,,,,,
W4(8),612,Skręcasz w lewo na skrzyżowaniu. Czy po wjechaniu na jezdnię poprzeczną znaki poziome pozwalają Ci zająć pas ruchu przy prawej krawędzi jezdni?,,,,"You are turning left at the intersection. After entering the crosswise road, do the horizontal signs allow you to take the lane by the right edge of the roadway?",,,,"Sie biegen in der Kreuzung links ab. Erlauben die Fahrbahnmarkierungen, nachdem Sie auf die Querfahrbahn eingefahren sind, die rechte Fahrspur an der Fahrbahnkante in Anspruch zu nehmen?",,,,T,MM_D14_17_org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 86 ust. 4 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.)","Znajomość wiedzy w zakresie znaczenia znaku poziomego P3 ""linia jednostronnie przekraczalna"" oraz ograniczeń z tym związanych","Znajomość znaczenia znaków wyznaczających pasy ruchu, umożliwiających zmianę tych pasów usprawnia przejazd",Gotowe ostatecznie,PWPW,,,,,,,,
W4(9),617,Czy w tym miejscu wolno Ci skręcić w lewo i wjechać na stację paliw?,,,,Are you allowed in this place to turn left and drive into the petrol station?,,,,Darf man an dieser Stelle links abbiegen und auf die Tankstelle einfahren?,,,,N,MM_D14_24_org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,Art. 3 ust. 1 Prd oraz  § 86 ust. 5 i § 35 ust. 1 pkt 5  (Dz. U. z 2003 r. Nr 170),Znajomość znaczenia znaków poziomych i pionowych,Znajomość i stosowanie się do znaków oddzielających pasy ruchu dla kierunków przeciwnych jest ważnym czynnikiem eliminującym powstawanie wypadków drogowych,Gotowe ostatecznie,PWPW,pjm617.wmv,,,,,,,
W4(10),621,Czy widoczna linia złożona z trójkątów wskazuje Ci miejsce zatrzymania pojazdu w celu ustąpienia pierwszeństwa?,,,,Does the line composed of triangles indicate the place to stop your vehicle in order to give the right of way?,,,,"Zeigt die  dargestellte, aus Dreiecken bestehende Linie die Stelle an, wo man anhalten muss, um die Vorfahrt zu gewähren?",,,,T,MM_D14_29_org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 89 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.)","Znajomość wiedzy w zakresie znaku poziomego P-13 ""linia warunkowego zatrzymania złożona z trójkątów"" oraz ograniczeń z tym związanych","Brak znajomości wiedzy o znaczeniu znaku poziomego P-13 ""linia warunkowego zatrzymania złożona z trójkątów"" oraz ograniczeń z tym związanych może mieć wpływ bezpieczeństwo ruchu drogowego lub ruch ten utrudnić",Gotowe ostatecznie,PWPW,pjm621.wmv,,,,,,,
W4(12),623,"Czy w tym miejscu możesz skręcić w lewo, na parking?",,,,Are you allowed to turn left to the parking space in the place marked in such a way?,,,,"Darf man an der so markierten Stelle links, auf den Parkplatz abbiegen?",,,,N,MM_D14_34_org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,Art. 3 ust. 1 Prd i  § 86 ust. 5 (Dz. U. z 2003 r. Nr 170),Znajomość znaczenia znaków poziomych,Znajomość i stosowanie się do znaków oddzielających pasy ruchu dla kierunków przeciwnych jest ważnym czynnikiem eliminującym powstawanie wypadków drogowych,Gotowe ostatecznie,PWPW,,,,,,,,
W4(13),624,"Zamierzasz odpocząć. Czy w tym miejscu możesz skręcić w lewo, na parking?",,,,You intend to take a rest. Are you allowed in this place to turn left to the parking space?,,,,"Sie haben vor, zu rasten. Darf man an dieser Stelle links, zum Parkplatz abbiegen?",,,,N,MM_D14_38_org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,Art. 3 ust. 1 Prd i § 86 ust. 5 (Dz. U. z 2003 r. Nr 170),Znajomość znaczenia znaków poziomych,Znajomość i stosowanie się do znaków poziomych oddzielających pasy ruchu dla kierunków przeciwnych jest istotnym czynnikiem bezpieczeństwa na drodze,Gotowe ostatecznie,PWPW,pjm624.wmv,,,,,,,
W4(14),626,Czy w tej sytuacji wolno Ci skręcić w lewo z zajmowanego przez Ciebie pasa ruchu?,,,,Are you allowed to turn left from the lane you are occupying?,,,,Darf man an dieser Stelle von dem in Anspruch genommenen Fahrstreifen links abbiegen?,,,,N,MM_D14_42_org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"(Dz. U. z 2003 r. Nr 170) § 87 ust. 1 pkt 2, w zw. z § 85 ust. 3",Znajomość znaczenia znaków poziomych,Znajomość znaczenia i zasad stosowania znaków poziomych jest ważnym czynnikiem bezpieczeństwa i porządku ruch drogowego,Gotowe ostatecznie,PWPW,pjm626.wmv,,,,,,,
W4(15),627,Czy w tym miejscu wolno Ci wjechać na pas ruchu przeznaczony dla pojazdów jadących w przeciwnym kierunku?,,,,Are you allowed to drive onto the lane designated to vehicles driving in the opposite direction?,,,,"Darf man an dieser Stelle auf den Fahrstreifen kommen, der für Fahrzeuge bestimmt ist, die in der entgegengesetzten Richtung fahren?",,,,N,0445D14MM_aorgbm.jpg,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,Art. 3 ust. 1 Prd i § 86 ust. 4 (DZ. U. z 2003r. Nr 170),Znajomość znaczenia znaków poziomych,Znajomość i stosowanie się do znaków poziomych oddzielających pasy ruchu dla kierunków przeciwnych jest istotnym czynnikiem bezpieczeństwa na drodze,Gotowe ostatecznie,PWPW,pjm627.wmv,,,,,,,
W4(16),630,"Czy w tym miejscu, bezpośrednio przed przejściem dla pieszych, wolno Ci zmienić pas ruchu?",,,,"Are you allowed in this place, directly in front of the pedestrian crossing to, change the lane?",,,,"Darf man an der Stelle, die zu sehen ist, direkt vor dem Fußgängerübergang, die Fahrspur wechseln?",,,,N,D10MM_3org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 86 ust. 3 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393 ze. zm.) w nawiązaniu do pkt 2.2.1.6 załącznika nr 2 do rozporządzenia Ministra Infrastruktury z dnia 3 lipca 2003 r. w sprawie szczegółowych warunków technicznych dla znaków i sygnałów drogowych oraz urządzeń bezpieczeństwa ruchu drogowego i warunków ich umieszczania na drogach (Dz. U. Nr 220, poz. 2181, ze zm.)","Znajomość wiedzy w zakresie znaku P-2 ""linia pojedyncza ciągła"" oraz ograniczeń z tym związanych",Znajomość i stosowanie się do znaków oddzielających pasy ruchu dla tego samego kierunku ogranicza możliwość spowodowania zagrożenia lub utrudnienia ruchu na drodze,Gotowe ostatecznie,PWPW,pjm630.wmv,,,,,,,
W4(17),632,Czy widoczny znak poziomy w kształcie trójkąta potwierdza ostrzeżenie o skrzyżowaniu z drogą z pierwszeństwem?,,,,Does this horizontal triangular sign confirm the warning of an intersection with the main road?,,,,Bestätigt die gezeigte Fahrbahnmarkierung in Form eines Dreiecks die Warnung vor einer Kreuzung mit Vorfahrtsstraße?,,,,T,D10MM_10org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 89 ust. 4 w odniesieniu do § 5 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.)","Znajomość znaczenia znaku poziomego P-15 ""trójkąt podporządkowania"" oraz ograniczeń z tym związanych",Znajomość znaczenia znaków dotyczących pierwszeństwa przejazdu jest ważnym czynnikiem bezpieczeństwa ruchu w miejscach jego przecinania się,Gotowe ostatecznie,PWPW,pjm632.wmv,,,,,,,
W4(18),637,Czy w tej sytuacji wolno Ci wjechać na sąsiedni prawy pas ruchu?,,,,Are you allowed in this situation to drive onto the adjacent right lane?,,,,Darf man in der dargestellten Situation auf die benachbarte rechte Fahrspur einfahren?,,,,T,D10MM_22org.wmv,PODSTAWOWY,1,"A,B,C,D,T,AM,A1,A2,B1,C1,D1",W4,"§ 86 ust. 4 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz.U. Nr 170, poz. 1393, ze. zm.)","Znajomość wiedzy w zakresie znaczenia znaku poziomego P-3 ""linia jednostronnie przekraczalna"" oraz ograniczeń z tym związanych",Brak wiedzy o znaczeniu znaku poziomego P-3 może powodować utrudnienie ruchu pojazdów,Gotowe ostatecznie,PWPW,pjm637.wmv,,,,,,,
